symbol,entrez_id,average_score,combined_score,num_screens_hit
IRAK4,51135,19.373,0.07044727272727273,1
GOLGA7,51125,19.23,0.06992727272727273,1
PPARG,5468,19.23,0.06992727272727273,1
SIRT7,51547,19.165,0.06969090909090908,1
PIM3,415116,19.105,0.06947272727272727,1
ZNF365,22891,19.101,0.06945818181818182,1
UXS1,80146,19.04733333333333,0.4155781818181818,6
GOLGA6A,342096,19.012999999999998,0.13827636363636361,2
FBXL19,54620,18.7755,0.13654909090909093,2
KRT12,3859,18.763,0.06822909090909092,1
APOBEC4,403314,18.71,0.06803636363636364,1
UBE3A,7337,18.669,0.06788727272727273,1
KLHL22,84861,18.453455555566666,0.20131042424254547,3
SLC7A5,8140,18.43766666666667,0.20113818181818185,3
INPP4B,8821,18.382,0.06684363636363637,1
HNRNPF,3185,18.34266666666667,0.20010181818181824,3
ARPC1B,10095,18.27,0.1993090909090909,3
PDHA1,5160,18.235,0.1326181818181818,2
NRG1,3084,18.178,0.06610181818181818,1
RTKN2,219790,18.045,0.06561818181818183,1
NPBWR2,2832,17.994,0.13086545454545453,2
RCBTB2,1102,17.705,0.06438181818181818,1
SPATA31A5,727905,17.672,0.12852363636363637,2
SMN2,6607,17.473,0.06353818181818181,1
BECN1,8678,17.44325,0.12686,2
GATA6,2627,17.441,0.19026545454545454,3
NANP,140838,17.42,0.06334545454545455,1
GSDMB,55876,17.383499999999998,0.12642545454545454,2
RCN1,5954,17.351,0.06309454545454544,1
MS4A5,64232,17.3335,0.1260618181818182,2
AXIN2,8313,17.326,0.06300363636363636,1
KBTBD4,55709,17.3215,0.12597454545454545,2
AZIN1,51582,17.271,0.12560727272727273,2
KLF3,51274,17.265,0.12556363636363638,2
ZC3H13,23091,17.259,0.12552,2
CCDC116,164592,17.2546666666575,0.25097696969683636,4
THEM6,51337,17.242,0.06269818181818182,1
FLAD1,80308,17.206,0.3754036363636364,6
PIGC,5279,17.145,0.062345454545454544,1
LIMS4,100288695,16.989,0.12355636363636364,2
LRRIQ4,344657,16.93,0.06156363636363636,1
AIFM3,150209,16.7470777778,0.18269539393963638,3
ESRP2,80004,16.611,0.12080727272727274,2
PAK6,56924,16.604,0.06037818181818182,1
ZFPM1,161882,16.57655,0.12055672727272727,2
DDX25,29118,16.52,0.06007272727272727,1
INO80E,283899,16.52,0.06007272727272727,1
SHC4,399694,16.494,0.05997818181818182,1
CASC1,55259,16.4865,0.11990181818181818,2
FAM86B1,85002,16.464,0.11973818181818181,2
RAB14,51552,16.455,0.05983636363636363,1
LMO2,4005,16.45366666665,0.1196630303029091,2
PRNP,5621,16.426,0.059730909090909085,1
SLC2A4RG,56731,16.423,0.059719999999999995,1
FOXA2,3170,16.41,0.05967272727272727,1
ATP8B1,5205,16.391,0.05960363636363636,1
ZNF341,84905,16.355,0.059472727272727274,1
MTR,4548,16.28,0.0592,1
BIRC2,329,16.237,0.05904363636363636,1
SUOX,6821,16.22,0.05898181818181818,1
MYB,4602,16.072788888866665,0.17533951515127272,3
ACOT1,641371,15.981,0.058112727272727274,1
ACRV1,56,15.95,0.057999999999999996,1
CTRC,11330,15.946,0.05798545454545454,1
SNAP29,9342,15.9441,0.11595709090909091,2
SLC25A35,399512,15.8780333333,0.05773830303018181,1
SNAPIN,23557,15.869666666666667,0.1731236363636364,3
GOLGA8J,653073,15.814,0.1150109090909091,2
MAP6D1,79929,15.802,0.05746181818181818,1
AP5Z1,9907,15.8,0.05745454545454546,1
ZBTB9,221504,15.734,0.057214545454545455,1
OAZ1,4946,15.6941,0.05706945454545455,1
ZNF703,80139,15.664,0.05696,1
UAP1,6675,15.66,0.05694545454545455,1
RBBP7,5931,15.579999999999998,0.16996363636363634,3
FGF4,2249,15.456,0.05620363636363636,1
MCCC2,64087,15.448,0.056174545454545456,1
ACP7,390928,15.428,0.05610181818181818,1
SLC26A5,375611,15.355,0.055836363636363635,1
JAK1,3716,15.332,0.05575272727272727,1
ZFAND4,93550,15.3121333333,0.05568048484836364,1
MAMDC4,158056,15.302,0.05564363636363636,1
FAM209A,200232,15.251,0.055458181818181816,1
CHRM5,1133,15.223,0.05535636363636364,1
GDAP1L1,78997,15.22,0.055345454545454545,1
CSNK1A1L,122011,15.14,0.05505454545454545,1
SPN,6693,15.137,0.11008727272727273,2
PLLP,51090,15.119,0.054978181818181815,1
CYP4F12,66002,15.1040333333,0.05492375757563636,1
NR1H3,10062,15.069,0.054796363636363636,1
SPATC1,375686,14.987,0.05449818181818182,1
CERS6,253782,14.953,0.1087490909090909,2
SHC1,6464,14.891066666665001,0.10829866666665455,2
PNPLA2,57104,14.877333333333333,0.1622981818181818,3
SLC44A4,80736,14.7618333333,0.05367939393927273,1
GNAI3,2773,14.747,0.053625454545454546,1
CCNE2,9134,14.686,0.10680727272727272,2
ATP6V0A1,535,14.6654,0.26664363636363636,5
ALDH5A1,7915,14.6,0.05309090909090909,1
TWF2,11344,14.582,0.05302545454545455,1
MYT1L,23040,14.5644666667,0.05296169696981818,1
TATDN1,83940,14.496,0.05271272727272727,1
ARL14,80117,14.465,0.0526,1
LINC01561,404216,14.46,0.05258181818181819,1
GCLM,2730,14.441,0.05251272727272727,1
METTL5,29081,14.42973333335,0.10494351515163637,2
SEC24C,9632,14.344,0.05216,1
VCAN,1462,14.308,0.05202909090909091,1
MBP,4155,14.301,0.05200363636363636,1
PRDM9,56979,14.279,0.051923636363636366,1
CCM2L,140706,14.231,0.05174909090909091,1
KCNK5,8645,14.185,0.05158181818181819,1
G3BP2,9908,14.136,0.05140363636363636,1
IL17F,112744,14.124,0.05136,1
ATG3,64422,14.104,0.10257454545454545,2
TMEM104,54868,14.097,0.05126181818181818,1
WRAP73,49856,14.0537,0.10220872727272727,2
VPS8,23355,14.02,0.05098181818181818,1
CRYBA4,1413,13.986,0.05085818181818182,1
SLC25A32,81034,13.975,0.05081818181818182,1
ACSM2B,348158,13.954,0.05074181818181819,1
SPIRE2,84501,13.935,0.05067272727272727,1
INPPL1,3636,13.9154,0.1012029090909091,2
GGACT,87769,13.9,0.050545454545454546,1
CCNT2,905,13.889,0.05050545454545454,1
OR4X1,390113,13.87,0.05043636363636363,1
POTEH,23784,13.846,0.05034909090909091,1
ZNF70,7621,13.825,0.05027272727272727,1
COL10A1,1300,13.8115,0.10044727272727273,2
ITPR2,3709,13.8,0.05018181818181818,1
SLC16A1,6566,13.7566749999925,0.2000970909089818,4
DDT,1652,13.687,0.04977090909090909,1
ZNRF2,223082,13.613333333333332,0.1485090909090909,3
PEX12,5193,13.6045,0.09894181818181819,2
CERS1,10715,13.564,0.09864727272727272,2
FOXB1,27023,13.4815,0.09804727272727273,2
PCDH7,5099,13.445,0.04889090909090909,1
HESX1,8820,13.443000000000001,0.09776727272727273,2
C6orf47,57827,13.441,0.04887636363636364,1
RAB40A,142684,13.405,0.04874545454545454,1
HNRNPA1,3178,13.356,0.09713454545454546,2
AVL9,23080,13.351,0.04854909090909091,1
CSF1,1435,13.343,0.04852,1
PNPO,55163,13.340633333335,0.09702278787879999,2
ATG13,9776,13.321,0.04844,1
RNF122,79845,13.318,0.04842909090909091,1
SDHAF1,644096,13.31775,0.1937127272727273,4
CFLAR,8837,13.279,0.04828727272727273,1
MYL12A,10627,13.271,0.04825818181818182,1
WDR13,64743,13.259,0.048214545454545454,1
MYO19,80179,13.244,0.04816,1
MAN1A2,10905,13.218,0.04806545454545454,1
HNF1B,6928,13.206,0.09604363636363636,2
ITGB3,3690,13.199733333335,0.09599806060607273,2
CDH24,64403,13.1708,0.04789381818181818,1
EIPR1,7260,13.101500000000001,0.09528363636363638,2
KRT10,3858,13.032,0.04738909090909091,1
SPATA31A3,727830,13.003,0.04728363636363636,1
SSBP3,23648,12.9718,0.04717018181818182,1
CYHR1,50626,12.92,0.04698181818181818,1
PTPRB,5787,12.8995333333,0.04690739393927273,1
ASXL3,80816,12.85,0.04672727272727273,1
LYRM9,201229,12.85,0.04672727272727273,1
CTTN,2017,12.805,0.04656363636363636,1
OOSP2,219990,12.8,0.04654545454545455,1
RITA1,84934,12.799,0.04654181818181818,1
SP3,6670,12.79721111111,0.1396059393939273,3
NBR1,4077,12.79,0.0465090909090909,1
RNF114,55905,12.7695,0.09286909090909092,2
RABEP2,79874,12.762,0.04640727272727273,1
DIS3L,115752,12.722333333333333,0.13878909090909092,3
COLCA1,399948,12.613,0.04586545454545454,1
CHMP1B,57132,12.586,0.045767272727272726,1
PRAME,23532,12.571333333350001,0.091427878788,2
CLIP3,25999,12.5607666667,0.04567551515163636,1
ZFP69B,65243,12.559,0.04566909090909091,1
ZNF160,90338,12.54,0.045599999999999995,1
VPREB3,29802,12.514,0.04550545454545454,1
IDH2,3418,12.495000000000001,0.09087272727272729,2
RNF185,91445,12.461,0.045312727272727275,1
BTBD1,53339,12.44,0.04523636363636364,1
OR6Q1,219952,12.43,0.0452,1
TXNRD2,10587,12.416183333315,0.09029951515138182,2
TOMM34,10953,12.404,0.045105454545454546,1
FAM92B,339145,12.38827777779,0.13514484848498182,3
UBE2V2,7336,12.377,0.04500727272727273,1
PRDM8,56978,12.349,0.04490545454545455,1
TNS4,84951,12.317,0.04478909090909091,1
HSF2,3298,12.2627333333,0.04459175757563636,1
MTF1,4520,12.1665,0.08848363636363636,2
PBX2,5089,12.1357333333,0.04412993939381818,1
FAM83C,128876,12.116,0.044058181818181816,1
OR4N4,283694,12.108,0.044029090909090914,1
FABP4,2167,12.072,0.043898181818181815,1
NCOR1,9611,12.04,0.04378181818181818,1
HSPA13,6782,12.037666666666667,0.13132000000000002,3
TPSD1,23430,12.035,0.043763636363636366,1
GPER1,2852,12.02,0.043709090909090906,1
PACRGL,133015,12.002,0.043643636363636364,1
SLC22A4,6583,11.974,0.04354181818181818,1
DAGLA,747,11.96,0.043490909090909094,1
LYSMD1,388695,11.944,0.043432727272727276,1
ZNF490,57474,11.941,0.043421818181818186,1
MARC2,54996,11.938,0.04341090909090909,1
PRCP,5547,11.93,0.04338181818181818,1
FAM24B,196792,11.897,0.043261818181818186,1
AAMDC,28971,11.885,0.043218181818181815,1
GNPNAT1,64841,11.862277777776669,0.12940666666665457,3
ZXDC,79364,11.825,0.043,1
LY96,23643,11.812,0.04295272727272727,1
CMAS,55907,11.7977,0.04290072727272728,1
OR4M2,390538,11.797,0.04289818181818182,1
WDR76,79968,11.7926666667,0.04288242424254546,1
KIAA0586,9786,11.774,0.04281454545454545,1
RAB18,22931,11.759,0.08552,2
AP3M1,26985,11.755433333335,0.08549406060607273,2
PRR9,574414,11.706,0.042567272727272724,1
CACNA2D2,9254,11.672,0.042443636363636364,1
HNRNPUL1,11100,11.65,0.04236363636363637,1
ZAN,7455,11.62,0.042254545454545454,1
TMA7,51372,11.578752627095,0.16841822003047272,4
KRT14,3861,11.5754,0.042092363636363636,1
DUSP10,11221,11.5754,0.042092363636363636,1
C15orf52,388115,11.574,0.04208727272727273,1
ARHGAP1,392,11.564,0.04205090909090909,1
PLVAP,83483,11.55,0.042,1
HNF4G,3174,11.55,0.042,1
CBWD1,55871,11.547,0.04198909090909091,1
FTO,79068,11.5425,0.08394545454545455,2
INPP5A,3632,11.534333333333334,0.12582909090909092,3
XPO7,23039,11.52,0.04189090909090909,1
WDSUB1,151525,11.5133,0.041866545454545455,1
PTH,5741,11.461,0.041676363636363636,1
NAGS,162417,11.428,0.04155636363636364,1
ATAD2,29028,11.423,0.04153818181818182,1
B3GNT5,84002,11.407,0.04148,1
RNF187,149603,11.401,0.04145818181818182,1
CXCR6,10663,11.3902333333,0.04141903030290909,1
LCA5L,150082,11.34,0.041236363636363634,1
C11orf49,79096,11.326,0.041185454545454546,1
SUMO1,7341,11.298,0.08216727272727273,2
PMEPA1,56937,11.29,0.041054545454545455,1
CDK10,8558,11.272,0.08197818181818183,2
MOS,4342,11.233,0.04084727272727273,1
SLC2A3,6515,11.232,0.04084363636363636,1
METTL12,751071,11.212,0.04077090909090909,1
DCAF11,80344,11.187,0.04068,1
TRIR,79002,11.126,0.12137454545454546,3
LENG9,94059,11.12,0.04043636363636363,1
OR2AG1,144125,11.081,0.04029454545454545,1
PSPC1,55269,11.078,0.08056727272727272,2
OR11H1,81061,11.065,0.04023636363636363,1
TBC1D2B,23102,11.054,0.040196363636363634,1
POU2F1,5451,11.009,0.040032727272727275,1
SLC20A1,6574,10.966362499992501,0.1595107272726182,4
SKOR1,390598,10.95,0.039818181818181815,1
TMCO1,54499,10.922,0.03971636363636364,1
RNF44,22838,10.898,0.039629090909090905,1
LRP5L,91355,10.894,0.03961454545454546,1
STAT5B,6777,10.846583333315,0.07888424242410909,2
SP8,221833,10.822,0.03935272727272727,1
PPIAL4A,653505,10.8175,0.07867272727272728,2
SLC44A3,126969,10.791,0.039240000000000004,1
ALG10,84920,10.733,0.03902909090909091,1
JAGN1,84522,10.71,0.03894545454545455,1
FAM171A2,284069,10.673,0.03881090909090909,1
C11orf21,29125,10.67,0.0388,1
WFDC8,90199,10.649000000000001,0.07744727272727274,2
PSKH1,5681,10.5317666667,0.038297333333454545,1
CCDC134,79879,10.51,0.03821818181818182,1
PYCR2,29920,10.497,0.03817090909090909,1
C5AR1,728,10.48,0.03810909090909091,1
ZHX3,23051,10.466,0.03805818181818182,1
GGA3,23163,10.453588888890001,0.11403915151516367,3
CDKN2A-AS1,51198,10.44,0.03796363636363636,1
SYNJ2,8871,10.4128666667,0.037864969697090904,1
CYP11B1,1584,10.408,0.03784727272727272,1
FAM155A,728215,10.3927,0.03779163636363636,1
SYNCRIP,10492,10.3884583333325,0.15110484848483635,4
E2F2,1870,10.3717,0.07543054545454546,2
OTUD7B,56957,10.364,0.07537454545454546,2
TBPL1,9519,10.3588666667,0.03766860606072727,1
SRGAP2B,647135,10.3555,0.07531272727272727,2
TMEM248,55069,10.34,0.0376,1
VIPAS39,63894,10.33,0.03756363636363636,1
ZFP36,7538,10.312,0.03749818181818182,1
UCP2,7351,10.288,0.03741090909090909,1
AKAP6,9472,10.2797,0.037380727272727274,1
WDR72,256764,10.2710666667,0.03734933333345454,1
OR4F17,81099,10.235,0.03721818181818182,1
KRT19,3880,10.206,0.03711272727272727,1
CLLU1OS,574016,10.206,0.03711272727272727,1
DGAT1,8694,10.192,0.03706181818181818,1
ULK1,8408,10.185,0.03703636363636364,1
TCF4,6925,10.18,0.03701818181818182,1
GALNTL6,442117,10.1456666667,0.03689333333345455,1
GLS,2744,10.1205,0.07360363636363636,2
RFESD,317671,10.115,0.03678181818181818,1
KLK3,354,10.11,0.03676363636363636,1
NOCT,25819,10.086,0.03667636363636364,1
CD72,971,10.08,0.036654545454545454,1
CCDC54,84692,10.079,0.036650909090909095,1
DAGLB,221955,10.0435,0.07304363636363637,2
SEZ6,124925,10.04,0.03650909090909091,1
ADIRF,10974,10.035,0.036490909090909095,1
CDPF1,150383,10.015,0.03641818181818182,1
IFNL1,282618,10.01,0.0364,1
NKD1,85407,10.0,0.03636363636363636,1
CABLES1,91768,9.98,0.036290909090909096,1
C14orf28,122525,9.97,0.036254545454545456,1
TAC1,6863,9.92,0.03607272727272727,1
ANGEL2,90806,9.92,0.03607272727272727,1
CRYBA1,1411,9.892,0.03597090909090909,1
GLMN,11146,9.88,0.03592727272727273,1
PPAN-P2RY11,692312,9.8444168739,0.035797879541454546,1
ABCF3,55324,9.823,0.03572,1
OSBPL9,114883,9.823,0.03572,1
TGFBRAP1,9392,9.819,0.03570545454545455,1
JUP,3728,9.80606666667,0.035658424242436364,1
TAX1BP1,8887,9.802,0.03564363636363636,1
PARP8,79668,9.76176666667,0.035497333333345454,1
KRT27,342574,9.743,0.03542909090909091,1
CRYBB3,1417,9.727,0.03537090909090909,1
ING2,3622,9.626,0.03500363636363636,1
PHPT1,29085,9.626,0.03500363636363636,1
FSCN3,29999,9.624500000000001,0.06999636363636365,2
CCDC6,8030,9.623,0.03499272727272727,1
ADRA2C,152,9.56,0.034763636363636365,1
ERBIN,55914,9.546,0.03471272727272727,1
RWDD3,25950,9.535,0.03467272727272727,1
TSTA3,7264,9.522,0.03462545454545455,1
KMT2B,9757,9.52063333333,0.03462048484847273,1
SLC35B2,347734,9.5145,0.06919636363636364,2
KIAA1671,85379,9.512,0.03458909090909091,1
SLC12A7,10723,9.496,0.06906181818181818,2
ZNF324B,388569,9.46,0.0344,1
TMEM99,147184,9.45466666667,0.034380606060618185,1
SHOX2,6474,9.448,0.034356363636363636,1
ADNP,23394,9.436,0.03431272727272727,1
TMEM257,9142,9.4,0.03418181818181818,1
BOLA2B,654483,9.392,0.03415272727272727,1
FHL2,2274,9.385,0.06825454545454546,2
PAX7,5081,9.37,0.06814545454545454,2
FLOT2,2319,9.37,0.03407272727272727,1
MTFR1,9650,9.352,0.034007272727272726,1
SPECC1,92521,9.35033333333,0.0340012121212,1
MESP1,55897,9.3,0.033818181818181824,1
YBX3,8531,9.288,0.03377454545454545,1
AGPAT2,10555,9.268,0.03370181818181819,1
BCKDHA,593,9.24,0.0336,1
CNOT6,57472,9.24,0.0336,1
PTGR1,22949,9.2216,0.03353309090909091,1
GPRC5A,9052,9.22,0.03352727272727273,1
RYK,6259,9.169,0.03334181818181818,1
TBC1D31,93594,9.16876666665,0.06668193939381818,2
TBX1,6899,9.14928333335,0.06654024242436364,2
CUL5,8065,9.11,0.03312727272727273,1
ZNF141,7700,9.093,0.033065454545454544,1
GCLC,2729,9.0893,0.132208,4
LRIG3,121227,9.053,0.032920000000000005,1
PAPD5,64282,9.0415,0.06575636363636363,2
HOXB9,3219,9.04,0.03287272727272727,1
XKR3,150165,9.022,0.03280727272727273,1
HMGN5,79366,8.99996666667,0.03272715151516364,1
CCNI2,645121,8.989,0.03268727272727273,1
TNRC6B,23112,8.98,0.03265454545454546,1
SLC13A5,284111,8.97,0.032618181818181824,1
CNIH3,149111,8.95943333333,0.03257975757574546,1
S100P,6286,8.91,0.0324,1
MTRNR2L8,100463486,8.91,0.0324,1
SHMT1,6470,8.8935,0.06468,2
FLVCR1,28982,8.87445,0.06454145454545454,2
KLHL6,89857,8.866,0.03224,1
CRYBB2,1415,8.856,0.032203636363636365,1
IQGAP1,8826,8.853,0.03219272727272727,1
IKBKE,9641,8.839,0.03214181818181818,1
VPREB1,7441,8.835,0.032127272727272733,1
TLR3,7098,8.82886666667,0.032104969696981824,1
C1orf54,79630,8.824,0.03208727272727273,1
CABYR,26256,8.8,0.032,1
ADNP2,22850,8.797,0.03198909090909091,1
TRIM49D1,399939,8.754,0.03183272727272727,1
DCTPP1,79077,8.743,0.03179272727272727,1
PYGB,5834,8.7168,0.03169745454545454,1
AFAP1L2,84632,8.688,0.03159272727272727,1
CSNK2A2,1459,8.675,0.03154545454545455,1
THPO,7066,8.66333333333,0.03150303030301818,1
ECI2,10455,8.64456666667,0.031434787878800004,1
FBXO24,26261,8.64456666667,0.031434787878800004,1
SLC13A3,64849,8.632,0.03138909090909091,1
CENPS,378708,8.63,0.031381818181818184,1
NR2F6,2063,8.616,0.06266181818181818,2
GPR142,350383,8.615,0.03132727272727273,1
AP3B1,8546,8.58946666667,0.031234424242436366,1
C8orf86,389649,8.588000000000001,0.06245818181818182,2
F2,2147,8.588,0.031229090909090908,1
LSM1,27257,8.586533333335,0.06244751515152727,2
CCDC121,79635,8.58,0.0624,2
RASGRF2,5924,8.569,0.031160000000000004,1
PCDHGB4,8641,8.5655,0.03114727272727273,1
OR5A1,219982,8.563,0.031138181818181822,1
RILPL1,353116,8.554033333335,0.06221115151516363,2
SLTM,79811,8.538555555566667,0.09314787878800002,3
COL2A1,1280,8.50843333333,0.030939757575745457,1
TCTE1,202500,8.50843333333,0.030939757575745457,1
C5orf22,55322,8.498333333333333,0.09270909090909091,3
KLF17,128209,8.48283333333,0.030846666666654542,1
ABCD1,215,8.48,0.030836363636363637,1
KCNIP3,30818,8.47,0.0308,1
GBA2,57704,8.46,0.030763636363636368,1
FSCN1,6624,8.447,0.030716363636363632,1
NCOA5,57727,8.44,0.030690909090909088,1
NFIX,4784,8.421,0.03062181818181818,1
SCAF8,22828,8.41606666667,0.03060387878789091,1
CORIN,10699,8.38,0.030472727272727276,1
HMCN2,256158,8.368,0.03042909090909091,1
TACC1,6867,8.358,0.06078545454545455,2
BAZ1A,11177,8.33,0.03029090909090909,1
POTEJ,653781,8.3185,0.06049818181818182,2
FOXO1,2308,8.305,0.060399999999999995,2
TANGO2,128989,8.29961666667,0.06036084848487273,2
C1orf116,79098,8.299,0.030178181818181816,1
TXNIP,10628,8.276,0.030094545454545454,1
ERG28,11161,8.267,0.03006181818181818,1
CCDC97,90324,8.23336666667,0.02993951515152727,1
C6orf106,64771,8.229,0.02992363636363636,1
TFEB,7942,8.222,0.029898181818181817,1
LSP1,4046,8.21163333333,0.029860484848472726,1
SLC34A1,6569,8.21,0.029854545454545457,1
UBOX5,22888,8.184,0.029759999999999998,1
MMP16,4325,8.181,0.029749090909090906,1
KIAA0087,9808,8.173,0.05944,2
TPMT,7172,8.166,0.029694545454545456,1
ZFP36L2,678,8.156,0.02965818181818182,1
C1orf21,81563,8.151,0.02964,1
MAP2K6,5608,8.15006666667,0.02963660606061818,1
TCAF1,9747,8.149,0.02963272727272727,1
BTN3A1,11119,8.142,0.029607272727272725,1
PHOSPHO2,493911,8.14,0.0296,1
C1QL1,10882,8.136,0.029585454545454543,1
TMEM62,80021,8.11068333333,0.02949339393938182,1
H1F0,3005,8.11,0.02949090909090909,1
ARIH2,10425,8.1,0.029454545454545452,1
ATG7,10533,8.099,0.02945090909090909,1
LRRC6,23639,8.0825,0.05878181818181818,2
LAT2,7462,8.055,0.02929090909090909,1
NACAD,23148,7.993,0.029065454545454547,1
CNPY4,245812,7.992,0.02906181818181818,1
CYB561,1534,7.97,0.02898181818181818,1
SEZ6L,23544,7.968,0.028974545454545454,1
